Serial,Time,Imid,ax,ay,az,vx,vy,vz,dx,dy,dz,mx,my,mz,nsax,nsay,nsaz,ax1,ay1,ayz,0.061554186,0.08783581,0.05899143
1622,7.148869,1,-0.004498106,-0.050447658,0.008996212,0,-0.001979368,0,0,-0.002319297,0,FALSE,TRUE,FALSE,0.025484864,-0.03989355,0.035756003,0.01372806,-0.018507175,0.019368578,,,
1623,7.1532636,1,0.026541095,-0.04332192,0.034417808,0,-0.001804959,0,0,-0.002327229,0,FALSE,TRUE,FALSE,-0.058657248,-0.031881563,0.060821127,0.011004392,-0.015610374,0.01236888,,,
1624,7.1576886,1,0.01013688,-0.032885674,0.002883953,0,-0.001579274,0,0,-0.002334217,0,FALSE,TRUE,FALSE,0.04461922,-0.012583811,0.061310824,0.008194501,-0.01354598,0.005725342,,,
1625,7.1621137,1,0.028184606,0.005236717,0.001404973,0,-0.001180998,0,0,-0.002339443,0,FALSE,TRUE,FALSE,0.01204342,-0.05430478,-0.003586464,0.00645136,-0.012095933,4.99E-04,,,
1626,7.166508,1,0.009213655,-0.017153533,-8.07E-04,0,-8.80E-04,0,0,-0.002343311,0,FALSE,TRUE,FALSE,-0.047688548,-0.07166209,-0.059548516,0.006108761,-0.010643412,-0.00350304,,,
1627,7.1709332,1,-0.00246378,0.025543295,-9.58E-04,0,-3.84E-04,0,0,-0.00234501,0,FALSE,TRUE,FALSE,0.08954415,0.13179255,-0.038426653,0.006479983,-0.008264853,-0.006682024,,,
1628,7.175328,1,0.011424731,0.010584678,0.003126575,0,0,0,0,-0.00234501,0,FALSE,FALSE,FALSE,-0.016407043,0.065200426,0.002913621,0.006711979,-0.004610165,-0.009419726,,,
1629,7.179753,1,0.008065878,0.00160473,-0.013597973,0,0,0,0,-0.00234501,0,FALSE,FALSE,FALSE,-0.001882982,9.81E-04,-0.1706716,0.00675264,-2.43E-05,-0.011939364,,,
1630,7.184178,1,0.001765839,-0.009888698,-0.046061642,0,0,0,0,-0.00234501,0,FALSE,FALSE,FALSE,-0.06635769,0.03759811,-1.06E-04,0.006582852,0.004037182,-0.014482368,,,
1631,7.1885724,1,-0.03876366,-0.021601776,-0.007044057,0,0,0,0,-0.00234501,0,FALSE,FALSE,FALSE,-0.007294953,-0.0805664,0.023622785,0.006021648,0.006235256,-0.016257973,,,
1632,7.1929975,1,-0.043412164,-0.0597973,0.010261824,0,0,0,0,-0.00234501,0,FALSE,FALSE,FALSE,0.077553734,-0.03612118,0.06704363,0.004402242,0.006231422,-0.016545806,,,
1633,7.197392,1,-0.03814714,-0.052452315,0.025715258,0,0,0,0,-0.00234501,0,FALSE,FALSE,FALSE,0.017909694,-0.015926436,-0.04549375,0.001370702,0.003775571,-0.015081526,,,
1634,7.201817,1,-8.94E-04,-0.021968665,0.017498298,0,0,0,0,-0.00234501,0,FALSE,FALSE,FALSE,0.04942802,0.06388592,-0.013252109,-0.002771294,-8.47E-04,-0.012152514,,,
1635,7.206242,1,0.018851902,-0.025602922,0.013034986,0,0,0,0,-0.00234501,0,FALSE,FALSE,FALSE,-0.01733099,-0.024763253,-0.009001885,-0.007238165,-0.006475962,-0.008497707,,,
1636,7.2106366,1,0.003726287,-0.02536416,0.003509273,0,0,0,0,-0.00234501,0,FALSE,FALSE,FALSE,-0.02925057,0.10138745,0.008030498,-0.011154521,-0.011716414,-0.004840674,,,
1637,7.2150617,1,0.02201124,-0.010516008,0.001262613,0,0,0,0,-0.00234501,0,FALSE,FALSE,FALSE,-0.003104631,-0.040292602,0.015240767,-0.014026251,-0.015639082,-0.001676941,,,
1638,7.219456,1,5.61E-04,0.053090468,-0.011006561,0,0,0,0,-0.00234501,0,FALSE,FALSE,FALSE,0.012867365,-0.013831735,-0.02649849,-0.016001679,-0.018379224,4.01E-04,,,
1639,7.2238812,1,-0.03428108,0.014685792,-0.02518784,0,0,0,0,-0.00234501,0,FALSE,FALSE,FALSE,-0.003387,-0.021847382,-0.07060779,-0.017664844,-0.01974612,0.001105198,,,
1640,7.2283063,1,-0.04344512,-0.059620596,0.024940718,0,0,0,0,-0.00234501,0,FALSE,FALSE,FALSE,-0.096783176,-0.0335073,0.020655114,-0.01971708,-0.020324623,0.001371941,,,
1641,7.232701,1,0.00915361,-0.059945505,0.032825273,0,0,0,0,-0.00234501,0,FALSE,FALSE,FALSE,-0.09689741,-0.09360772,0.009532967,-0.021955026,-0.021706969,0.002446306,,,
1642,7.237126,1,-0.015453297,-0.07675137,0.013178228,0,0,0,0,-0.00234501,0,FALSE,FALSE,FALSE,-0.092819005,-0.06581691,0.039198272,-0.023363292,-0.024418868,0.004630239,,,
1643,7.241551,1,-0.031762294,-0.047131147,0.024846312,0,0,0,0,-0.00234501,0,FALSE,FALSE,FALSE,0.020634979,-0.004055105,0.03165488,-0.023724375,-0.02813239,0.007384775,,,
1644,7.2459455,1,0.013247282,-0.04415761,-0.039699387,0,0,0,0,-0.00234501,0,FALSE,FALSE,FALSE,0.03074907,-0.063006036,0.021037135,-0.023104714,-0.031973634,0.010236313,,,
1645,7.2503705,1,0.005859375,-0.0799932,-0.06818954,0,0,0,0,-0.00234501,0,FALSE,FALSE,FALSE,-0.007445596,-0.043839887,5.71E-04,-0.021323223,-0.03566706,0.011858635,,,
1646,7.254765,1,0.018716125,-0.048102982,-0.014841633,0,0,0,0,-0.00234501,0,FALSE,FALSE,FALSE,0.05774578,-0.031483516,0.00391283,-0.018315168,-0.03919949,0.010987197,,,
1647,7.25919,1,0.013453678,0.02184094,0.01536955,0,0,0,0,-0.00234501,0,FALSE,FALSE,FALSE,-0.027208392,0.1561042,-0.024060383,-0.014045537,-0.042442266,0.007809765,,,
1648,7.263615,1,0.057162534,0.02143595,0.001872417,0,0,0,0,-0.00234501,0,FALSE,FALSE,FALSE,-0.091037735,0.001098655,-0.035747137,-0.009075773,-0.044232294,0.003377426,,,
1649,7.2680097,1,-0.009443682,0.005548163,-0.020947803,0,0,0,0,-0.00234501,0,FALSE,FALSE,FALSE,-0.070118815,-0.15456915,0.11952669,-0.003953818,-0.044417087,-0.001081947,,,
1650,7.2724347,1,-0.059094004,-0.07373978,-0.002299046,0,0,0,0,-0.00234501,0,FALSE,FALSE,FALSE,0.10744342,-0.07301679,0.05312032,1.35E-04,-0.04383186,-0.004810255,,,
1651,7.2768292,1,-0.010084069,-0.08933424,-0.015794838,0,0,0,0,-0.00234501,0,FALSE,FALSE,FALSE,-0.023465753,-0.105013415,-0.011317801,0.002337378,-0.043945257,-0.007728237,,,
1652,7.2812543,1,0.0356233,-0.12330163,-0.02628227,0,0,0,0,-0.00234501,0,FALSE,FALSE,FALSE,-0.060563017,-0.03305895,0.036728237,0.003371032,-0.045820195,-0.010437238,,,
1653,7.2856793,1,-0.004245924,-0.03685462,-0.003147291,0,0,0,0,-0.00234501,0,FALSE,FALSE,FALSE,0.04975223,-0.0700695,-0.14129761,0.004766788,-0.049808595,-0.013551877,,,
1654,7.290074,1,0.05018682,-0.031419836,-0.028023098,2.21E-04,0,0,9.69E-07,-0.00234501,0,TRUE,FALSE,FALSE,-0.01291988,-0.16395238,-0.15616648,0.007031017,-0.054571334,-0.017246949,,,
1655,7.294499,1,0.034137227,-0.03855299,-0.004670516,3.72E-04,0,0,2.62E-06,-0.00234501,0,TRUE,FALSE,FALSE,0.04430349,-0.054169595,0.021890633,0.010492845,-0.058160227,-0.021240402,,,
1656,7.298924,1,0.008522728,-0.015926309,-3.34E-04,4.13E-04,0,0,4.44E-06,-0.00234501,0,TRUE,FALSE,FALSE,0.011468358,0.08710357,0.05751032,0.014732445,-0.058843955,-0.024420192,,,
1657,7.3033185,1,0.030310793,-0.05498634,0.005998122,5.50E-04,0,0,6.86E-06,-0.00234501,0,TRUE,FALSE,FALSE,0.16622917,0.003945179,2.55E-04,0.018553365,-0.056544133,-0.02598378,,,
1658,7.3077435,1,0.038527396,0.036472604,-0.00395976,7.27E-04,0,0,1.01E-05,-0.00234501,0,TRUE,FALSE,FALSE,-0.041777648,0.027855277,-0.056755424,0.021705734,-0.05329572,-0.025263172,,,
1659,7.312138,1,0.013976883,0.001369863,0.005736301,7.96E-04,0,0,1.36E-05,-0.00234501,0,TRUE,FALSE,FALSE,-0.13032345,-0.13550231,-0.02185305,0.024387997,-0.049697995,-0.022243746,,,
1660,7.316563,1,0.001990997,-0.085872576,-0.010128116,8.14E-04,0,0,1.72E-05,-0.00234501,0,TRUE,FALSE,FALSE,0.016883615,-0.124341935,-0.06267891,0.026705986,-0.046017207,-0.017905774,,,
1661,7.320988,1,-0.02519746,-0.07074176,-0.044728708,7.13E-04,0,0,2.03E-05,-0.00234501,0,TRUE,FALSE,FALSE,0.12653363,-0.20210496,-0.059551317,0.028006725,-0.043461233,-0.013871702,,,
1662,7.3253827,1,-0.01333476,-0.03390411,-0.07106164,6.67E-04,0,0,2.33E-05,-0.00234501,0,TRUE,FALSE,FALSE,-0.033251245,0.04322777,0.02075139,0.02784152,-0.042341206,-0.01177455,,,
1663,7.3298078,1,-0.01303579,0.018369932,0.004244088,6.24E-04,0,0,2.60E-05,-0.00234501,0,TRUE,FALSE,FALSE,0.12221749,-0.010662049,-0.021336723,0.02635122,-0.041694876,-0.01245586,,,
1664,7.3342023,1,0.047984973,0.045188695,-0.018186476,8.51E-04,0,0,2.98E-05,-0.00234501,0,TRUE,FALSE,FALSE,0.039214067,-0.026301477,0.051131863,0.024080409,-0.0396587,-0.014218563,,,
1665,7.3386273,1,-0.021764904,-0.03387534,-0.03421409,7.73E-04,-1.50E-04,0,3.32E-05,-0.002345674,0,TRUE,TRUE,FALSE,-0.02617434,-0.00611303,-0.008940872,0.021912828,-0.03430505,-0.015426499,,,
1666,7.3430524,1,0.015879756,-0.035326086,-0.04526155,8.63E-04,-3.07E-04,0,3.70E-05,-0.002347031,0,TRUE,TRUE,FALSE,0.059536684,-0.16815174,0.005335456,0.019627858,-0.0263425,-0.016308695,,,
1667,7.347447,1,0.01425888,-0.032359973,-0.023650955,9.46E-04,-4.50E-04,0,4.12E-05,-0.00234901,0,TRUE,TRUE,FALSE,0.05332371,0.15314764,-0.006014233,0.01706559,-0.01809855,-0.017891973,,,
1668,7.351872,1,0.025755495,-0.013146034,-0.04833448,0.001083291,-5.11E-04,0,4.60E-05,-0.002351272,0,TRUE,TRUE,FALSE,0.04279915,0.006803356,0.037742328,0.013456731,-0.011310806,-0.020703128,,,
1669,7.3562665,1,0.018973215,-0.09306318,0.006259122,0.001191173,-9.24E-04,0,5.12E-05,-0.00235533,0,TRUE,TRUE,FALSE,0.029715145,-0.14291483,-0.028982174,0.00940362,-0.007799868,-0.024723517,,,
1670,7.3606915,1,0.002006782,-0.13427198,-0.005666209,0.001226427,-0.0015222,0,5.66E-05,-0.002362066,0,TRUE,TRUE,FALSE,-0.09094438,-0.03188025,-0.094122365,0.006071068,-0.008643344,-0.029225903,,,
1671,7.3651166,1,0.024764555,-0.12089041,0.095547944,0.001364092,-0.00206265,0,6.27E-05,-0.002371193,0,TRUE,TRUE,FALSE,-0.045276515,0.04579608,-0.13798355,0.003777361,-0.013684962,-0.03265421,,,
1672,7.369511,1,-0.002704327,-0.03854739,0.10465316,0.001381782,-0.002238507,0,6.87E-05,-0.002381031,0,TRUE,TRUE,FALSE,-0.032586113,0.088322185,0.07946847,0.002501121,-0.02132794,-0.032222167,,,
1673,7.373936,1,0.025750699,-0.007921613,0.04364525,0.001527211,-0.002281064,0,7.55E-05,-0.002391124,0,TRUE,TRUE,FALSE,0.095678374,0.13440043,-0.038075596,0.002324544,-0.030044554,-0.026476685,,,
1674,7.378361,1,0.056267314,-0.024703514,-0.07946676,0.001809383,-0.002398886,0,8.35E-05,-0.00240174,0,TRUE,TRUE,FALSE,-0.12335645,-0.105573386,-0.083099574,0.003298213,-0.03857517,-0.016892282,,,
1675,7.3827558,1,-0.014721074,-0.12913223,-0.06456611,0.001779338,-0.002975802,0,9.13E-05,-0.002414817,0,TRUE,TRUE,FALSE,0.05436879,-0.050033763,-0.097409636,0.005512283,-0.046842642,-0.007280337,,,
1676,7.387181,1,0.012267562,-0.14910468,-0.10743801,0.001870209,-0.003646105,0,9.96E-05,-0.002430951,0,TRUE,TRUE,FALSE,-0.007293904,-0.031139266,-0.027873378,0.00889836,-0.05627813,1.37E-04,,,
1677,7.3915753,1,-0.025282118,-0.12951389,-0.06944445,0.00179713,-0.004226685,0,1.07E-04,-0.002449525,0,TRUE,TRUE,FALSE,0.03638355,-0.03410116,-0.107438155,0.012664327,-0.06761767,0.003719621,,,
1678,7.3960004,1,-0.027534299,-0.09146342,-0.002455962,0.001715277,-0.004643921,0,1.15E-04,-0.002470075,0,TRUE,TRUE,FALSE,0.032696795,-0.20281613,0.065538645,0.015444312,-0.081966825,0.003764764,,,
1679,7.4004254,1,-0.008818493,-0.14417808,0.0255137,0.001717948,-0.005295426,0,1.23E-04,-0.002493508,0,TRUE,TRUE,FALSE,3.95E-05,-0.20398647,0.006446433,0.016017513,-0.09833649,0.002002833,,,
1680,7.40482,1,-0.050738323,-0.06593407,-0.021355597,0.001538071,-0.005599585,0,1.29E-04,-0.002518115,0,TRUE,TRUE,FALSE,0.08859655,-0.18214357,0.31800076,0.014154787,-0.11399324,4.23E-04,,,
1681,7.409245,1,0.06215847,-0.003586066,-0.015539617,0.00185822,-0.005630963,0,1.38E-04,-0.002543032,0,TRUE,TRUE,FALSE,-0.028399687,-0.006170325,0.24029553,0.010440823,-0.1254327,-4.00E-04,,,
1682,7.4136395,1,-0.038398974,0.010659247,0.00479452,0.001735946,-0.005600515,0,1.45E-04,-0.002567644,0,TRUE,TRUE,FALSE,0.06718823,-0.020163417,0.019016702,0.0065745,-0.12987824,-0.001151927,,,
1683,7.4180646,1,-0.036183648,-0.007577055,0.018921234,0.001624326,-0.005651554,0,1.52E-04,-0.002592652,0,TRUE,TRUE,FALSE,0.09931156,-0.07304531,-0.22071162,0.002300636,-0.12737139,-0.003682827,,,
1684,7.4224896,1,-0.015710851,-0.052197803,-0.012190934,0.001605006,-0.005901044,0,1.60E-04,-0.002618765,0,TRUE,TRUE,FALSE,-0.07091291,-0.2838258,-0.066134356,-0.003219013,-0.11993104,-0.008706201,,,
1685,7.426884,1,-0.050738323,-0.08276099,-0.029532967,0.001433578,-0.006284117,0,1.66E-04,-0.002646381,0,TRUE,TRUE,FALSE,0.024987008,-0.26250362,-0.20498547,-0.009719905,-0.109817654,-0.015681371,,,
1686,7.431309,1,6.70E-04,-0.08298898,-0.03787879,0.001490143,-0.006671859,0,1.72E-04,-0.002675904,0,TRUE,TRUE,FALSE,-0.095612645,-0.19226146,-0.07934362,-0.017139927,-0.098885775,-0.02371672,,,
1687,7.4357038,1,-0.009323205,-0.018301105,-0.01735152,0.001504092,-0.006773647,0,1.79E-04,-0.002705671,0,TRUE,TRUE,FALSE,-0.07426223,-0.09291558,0.07280779,-0.024447693,-0.08861461,-0.030938033,,,
1688,7.440129,1,-0.014542936,-0.076177284,-5.68E-04,0.00149674,-0.007133247,0,1.86E-04,-0.002737236,0,TRUE,TRUE,FALSE,-0.010194853,-0.20747706,0.039315443,-0.030804275,-0.07885023,-0.034912717,,,
1689,7.444554,1,0.048102982,-0.08062331,0.032181572,0.001768306,-0.007513524,0,1.94E-04,-0.002770484,0,TRUE,TRUE,FALSE,-0.13850915,0.054499723,-0.11825883,-0.035158154,-0.069119,-0.03394693,,,
1690,7.4489484,1,0.017790422,-0.03668478,0.00611413,0.001906478,-0.007699082,0,2.02E-04,-0.002804317,0,TRUE,TRUE,FALSE,0.19634011,0.107609205,-0.12053079,-0.036141567,-0.058338057,-0.027713604,,,
1691,7.4533734,1,0.016912775,-0.034598213,0.009427584,0.002043426,-0.007877695,0,2.11E-04,-0.002839176,0,TRUE,TRUE,FALSE,-0.17054258,0.037189476,-0.01948939,-0.033599973,-0.045973152,-0.0186309,,,
1692,7.4577985,1,-0.01369863,-0.062157534,0.05625,0.002046623,-0.008179263,0,2.20E-04,-0.00287537,0,TRUE,TRUE,FALSE,-0.09632777,-0.004369386,0.07882112,-0.02834763,-0.03414252,-0.009581354,,,
1693,7.462193,1,0.016820354,-0.07172131,0.03603142,0.002185603,-0.008521773,0,2.30E-04,-0.002912819,0,TRUE,TRUE,FALSE,-0.03829401,-0.0593697,0.046555668,-0.021838857,-0.025824387,-0.00141013,,,
1694,7.466618,1,5.99E-04,-0.053424656,-0.001541096,0.00225547,-0.008786698,0,2.40E-04,-0.002951701,0,TRUE,TRUE,FALSE,-0.10289815,-0.035049792,-0.008578102,-0.014970468,-0.023022236,0.006173611,,,
1695,7.4710126,1,-0.016222678,-0.021857923,-0.04047131,0.002252619,-0.008912067,0,2.49E-04,-0.002990865,0,TRUE,TRUE,FALSE,0.045445204,-0.032296006,-0.00161483,-0.008405005,-0.024834529,0.012674979,,,
1696,7.4754376,1,0.029532967,-0.025755495,-0.07348901,0.002453919,-0.009056554,0,2.60E-04,-0.003030941,0,TRUE,TRUE,FALSE,0.001856301,0.11822886,0.004966757,-0.002398506,-0.028957188,0.017793965,,,
1697,7.4798627,1,0.038781162,-0.04207064,0.011518568,0.002697848,-0.009274239,0,2.72E-04,-0.00307198,0,TRUE,TRUE,FALSE,-0.013472615,-0.115371384,-0.006455095,0.003734079,-0.033513684,0.020662235,,,
1698,7.484257,1,0.08815427,-0.031508263,0.004239842,0.003158756,-0.009445,0,2.86E-04,-0.003113486,0,TRUE,TRUE,FALSE,0.15581684,-0.05773111,0.079592094,0.011015282,-0.0374879,0.021052776,,,
1699,7.4886823,1,0.21232876,-0.05958904,0.07277397,0.004174043,-0.009742204,0,3.05E-04,-0.003156596,0,TRUE,TRUE,FALSE,0.024589643,-0.020648647,0.012089365,0.021035323,-0.039486576,0.019324604,,,
1700,7.493077,1,0.20269337,-0.003021409,0.0581837,0.005141673,-0.009789763,0,3.27E-04,-0.003199617,0,TRUE,TRUE,FALSE,-0.005891569,-0.07754716,0.023626886,0.035443727,-0.039807074,0.017776474,,,
1701,7.497502,1,0.21098067,0.032609634,0.013207873,0.006154395,-0.009680984,5.84E-05,3.54E-04,-0.003242456,2.59E-07,TRUE,TRUE,TRUE,0.004713163,-0.13711579,0.13768695,0.05388759,-0.03889409,0.018159844,,,
1702,7.501927,1,0.23031768,-0.025552487,0.032631215,0.00725439,-0.009830578,2.02E-04,3.87E-04,-0.003285957,1.15E-06,TRUE,TRUE,TRUE,0.08484748,-0.10636454,0.046290886,0.076253496,-0.036584016,0.020230034,,,
1703,7.5063214,1,0.31388888,-0.041666668,0.08871528,0.008715744,-0.010050948,5.91E-04,4.25E-04,-0.003330126,3.75E-06,TRUE,TRUE,TRUE,0.003041895,-0.015898231,-0.007968328,0.102617264,-0.03308016,0.022914674,,,
1704,7.5107465,1,0.23592032,-0.06026786,0.054000687,0.009843932,-0.010356158,8.28E-04,4.68E-04,-0.003375952,7.42E-06,TRUE,TRUE,TRUE,-0.013039436,0.05759538,-0.07877939,0.13352026,-0.028514253,0.026068456,,,
1705,7.515141,1,0.3083791,-0.12809066,0.040044427,0.011284449,-0.010958307,0.001001504,5.18E-04,-0.003424109,1.18E-05,TRUE,TRUE,TRUE,0.08570066,-0.001038767,-0.14280035,0.16793218,-0.02390011,0.029624872,,,
1706,7.519566,1,0.30821916,-0.18047945,0.027589897,0.012735963,-0.01179746,0.001120129,5.74E-04,-0.003476313,1.68E-05,TRUE,TRUE,TRUE,0.08410621,-0.06718153,0.09519709,0.20598479,-0.02167763,0.03375808,,,
1707,7.523991,1,0.31198347,-0.21349862,0.031336088,0.01420584,-0.012783727,0.001254559,6.37E-04,-0.003532882,2.23E-05,TRUE,TRUE,TRUE,0.19874166,0.027726993,-0.01694665,0.24688843,-0.025035048,0.038661912,,,
1708,7.5283856,1,0.4642857,-0.2081044,0.07881182,0.016336566,-0.013740481,0.001595933,7.09E-04,-0.003593265,2.93E-05,TRUE,TRUE,TRUE,0.46727052,-0.08504001,0.17009597,0.2899586,-0.035216436,0.044434965,,,
1709,7.5328107,1,0.6717033,-0.34615386,0.024896977,0.01940162,-0.015315753,0.001700332,7.95E-04,-0.003661038,3.69E-05,TRUE,TRUE,TRUE,0.36456576,0.07025606,0.08773366,0.33681554,-0.053085368,0.051340584,,,
1710,7.5372357,1,0.84931505,-0.33904108,0.033047944,0.023254322,-0.016860554,0.001840028,8.98E-04,-0.003735647,4.50E-05,TRUE,TRUE,TRUE,0.39954704,0.13353643,-0.03850795,0.39057606,-0.08023438,0.058527093,,,
1711,7.5416303,1,0.90883976,-0.38604972,0.029264502,0.027343726,-0.018602276,0.00196137,0.001017946,-0.003817395,5.36E-05,TRUE,TRUE,TRUE,0.46141887,-0.03839136,0.036737982,0.4545972,-0.11632494,0.06501596,,,
1712,7.5460553,1,0.9861878,-0.3922652,0.039537292,0.031805497,-0.020384597,0.002128244,0.001158687,-0.003907598,6.30E-05,TRUE,TRUE,TRUE,0.6418658,-0.03775669,0.21297652,0.5312788,-0.16131175,0.069520615,,,
1713,7.55045,1,1.0467033,-0.4052198,0.10679945,0.036504123,-0.022212548,0.002588789,0.001319105,-0.004005211,7.44E-05,TRUE,TRUE,TRUE,0.38216725,-0.09808359,0.09868546,0.61844265,-0.21257606,0.0714885,,,
1714,7.554875,1,1.021978,-0.5645604,0.038633242,0.041127667,-0.024759285,0.002750124,0.001501097,-0.004114772,8.66E-05,TRUE,TRUE,TRUE,0.64236087,-0.2842663,0.110847875,0.7148338,-0.26980987,0.071536794,,,
1715,7.5593,1,1.2265193,-0.3031768,0.077002764,0.046658024,-0.026150387,0.003080475,0.001707561,-0.004230489,1.00E-04,TRUE,TRUE,TRUE,0.52572507,-0.35197252,0.074941866,0.81778973,-0.3323446,0.070429385,,,
1716,7.5636945,1,1.3369565,-0.35733697,0.026494564,0.05263725,-0.0277709,0.003185824,0.001938877,-0.004352529,1.14E-04,TRUE,TRUE,TRUE,0.5163207,-0.39154777,0.025691789,0.92653143,-0.39454266,0.069413826,,,
1717,7.5681195,1,1.3661202,-0.5068306,-0.021644467,0.058788747,-0.030065179,0.003078118,0.00219902,-0.004485569,1.28E-04,TRUE,TRUE,TRUE,0.8593678,-0.36125043,0.162288,1.0447876,-0.45294142,0.067792974,,,
1718,7.572514,1,1.5,-0.575,-0.0859809,0.06548785,-0.0326442,0.002687662,0.002486809,-0.004629025,1.40E-04,TRUE,TRUE,TRUE,1.2272432,-0.74099547,-0.06998721,1.1711838,-0.50579184,0.06391469,,,
1719,7.576939,1,1.576087,-0.6576087,0.07540761,0.07257186,-0.03560768,0.003007878,0.002807943,-0.004786591,1.53E-04,TRUE,TRUE,TRUE,1.5642121,-0.6497794,0.039080415,1.3058804,-0.55424744,0.055881895,,,
1720,7.581364,1,1.6902174,-0.5883152,0.022673234,0.08016261,-0.038265537,0.003093971,0.003162666,-0.004955918,1.67E-04,TRUE,TRUE,TRUE,1.540007,-0.7729845,0.034837727,1.4455374,-0.5988402,0.045711406,,,
1721,7.5857587,1,1.7307693,-0.64285713,0.10748626,0.0878809,-0.041145742,0.003551419,0.003548862,-0.005136734,1.82E-04,TRUE,TRUE,TRUE,1.6875087,-0.69420624,0.02945998,1.5858313,-0.63929284,0.036473546,,,
1722,7.5901837,1,1.7513514,-0.6891892,0.1472973,0.09574557,-0.04425197,0.004187441,0.00397254,-0.005332551,2.01E-04,TRUE,TRUE,TRUE,1.7553983,-0.7169173,0.18548323,1.7236499,-0.6759124,0.031201622,,,
1723,7.5945783,1,1.8846154,-0.739011,0.16277473,0.10414332,-0.047556713,0.004886329,0.004430201,-0.005541541,2.22E-04,TRUE,TRUE,TRUE,1.6827878,-1.1148548,-0.019757591,1.8514886,-0.7087533,0.03145138,,,
1724,7.5990033,1,1.951087,-0.8206522,0.18716033,0.11289523,-0.051246673,0.005697209,0.004929768,-0.00576831,2.47E-04,TRUE,TRUE,TRUE,2.2026563,-0.18129134,0.15269656,1.9686376,-0.73927015,0.037508752,,,
1725,7.6034284,1,2.1027026,-0.74594593,0.19797297,0.12231975,-0.054607052,0.006555164,0.005471039,-0.006009949,2.76E-04,TRUE,TRUE,TRUE,2.322143,-0.53864366,-0.023429058,2.0739202,-0.7677585,0.04921813,,,
1726,7.607823,1,2.2290504,-0.8044693,0.17388268,0.13223621,-0.058202438,0.007300573,0.006052155,-0.006265721,3.09E-04,TRUE,TRUE,TRUE,2.21426,-0.87262386,-0.12319642,2.169679,-0.7952338,0.065406695,,,
1727,7.612248,1,2.243094,-0.87016577,0.10065608,0.14228538,-0.062114503,0.007726358,0.006681774,-0.006540581,3.43E-04,TRUE,TRUE,TRUE,2.3362584,-0.8778237,-0.27125463,2.2616465,-0.8243726,0.08445787,,,
1728,7.616673,1,2.3093922,-0.87016577,0.23653315,0.15262961,-0.06602757,0.008752634,0.007357168,-0.006832756,3.81E-04,TRUE,TRUE,TRUE,2.3195364,-0.9624973,0.27245715,2.351241,-0.8570729,0.10452308,,,
1729,7.6210675,1,2.3736265,-0.9120879,0.1507555,0.16318649,-0.07009886,0.009394117,0.008074296,-0.007140808,4.23E-04,TRUE,TRUE,TRUE,2.4787228,-0.7332832,-0.045052852,2.4371493,-0.8924001,0.12657593,,,
1730,7.6254926,1,2.3152175,-0.8777174,0.006283967,0.1735599,-0.07404735,0.00939999,0.008842307,-0.007468471,4.64E-04,TRUE,TRUE,TRUE,2.4338963,-0.91386014,0.24095477,2.5179293,-0.92997843,0.14987762,,,
1731,7.629887,1,2.2918918,-0.8972973,0.12364865,0.18376096,-0.07805563,0.009920823,0.00964985,-0.007811489,5.08E-04,TRUE,TRUE,TRUE,2.4160495,-0.98489803,0.25285915,2.5895224,-0.9675263,0.1714688,,,
1732,7.634312,1,2.2185793,-0.8989071,0.16803278,0.19371015,-0.08209988,0.010640906,0.010507028,-0.008174785,5.55E-04,TRUE,TRUE,TRUE,2.6897082,-1.0350592,0.2310572,2.6502094,-1.003379,0.19071834,,,
1733,7.638737,1,2.2320442,-0.78176796,0.22928177,0.20372063,-0.08562678,0.011631247,0.011408501,-0.008553688,6.07E-04,TRUE,TRUE,TRUE,2.7306242,-1.1928805,0.3539257,2.6980238,-1.0332958,0.20688732,,,
1734,7.6431317,1,2.2872927,-0.6132597,0.10773481,0.21390656,-0.088389836,0.012079852,0.012348521,-0.00894212,6.60E-04,TRUE,TRUE,TRUE,2.94176,-1.0963117,0.33786696,2.733761,-1.0512276,0.21991523,,,
1735,7.647557,1,2.3867404,-0.5414365,0.15469614,0.22460496,-0.09085526,0.01273861,0.013342408,-0.009344159,7.16E-04,TRUE,TRUE,TRUE,3.035394,-1.1422817,0.31782904,2.7581728,-1.054497,0.22692008,,,
1736,7.6519513,1,2.4751382,-0.56629837,0.26381215,0.23561977,-0.093413934,0.013871575,0.014377847,-0.009754669,7.77E-04,TRUE,TRUE,TRUE,2.944921,-1.1892393,0.16438715,2.7720792,-1.0420414,0.22743139,,,
1737,7.6563764,1,2.4945054,-0.6043956,0.22596154,0.24679844,-0.09615996,0.014844148,0.015469942,-0.010180182,8.43E-04,TRUE,TRUE,TRUE,2.9698355,-1.0685639,0.5863578,2.7776556,-1.0131729,0.22449829,,,
1738,7.6608014,1,2.5054946,-0.6510989,0.14285715,0.25802746,-0.09911364,0.015448207,0.016611727,-0.010618765,9.11E-04,TRUE,TRUE,TRUE,3.033461,-1.1836526,0.10795035,2.7760446,-0.9695001,0.22071923,,,
1739,7.665196,1,2.4945054,-0.739011,0.039491758,0.26913244,-0.102434285,0.015593096,0.017794438,-0.011068916,9.79E-04,TRUE,TRUE,TRUE,2.8455775,-1.097674,-0.16130102,2.7677815,-0.91555595,0.21423522,,,
